"","YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","HRW","hathaway","ITT","genocide","rummel","massive_repression","executions","negative_sanctions","mass_killing","killing_low","killing_best","killing_high","killing_present","COW_YEAR","id","theta_mean","theta_sd","theta_q025","theta_q975"
"138",2007,194,20,2,1,2,1,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2007",1001,2.1140099093986,0.255923208400553,1.61285204938166,2.58695562842004
"139",2008,194,20,2,1,2,1,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2008",1002,2.15067051561679,0.275763713721243,1.63266473184809,2.69621249322095
"140",2009,194,20,2,2,2,2,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2009",1003,2.36800657830203,0.295467909332923,1.80469339781453,2.96468188708445
"141",2010,194,20,2,1,2,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2010",1004,2.40848507267137,0.30569715421553,1.87218014467403,3.04015289906375
"142",2011,194,20,2,2,2,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2011",1005,2.55017163385792,0.327444139394515,1.96701233492693,3.23796124490327
"143",2012,NA,20,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2012",1006,2.66516317408508,0.35909119576414,1.98830059483578,3.39626033234211
"144",2013,NA,20,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2013",1007,2.75412795371695,0.369398861971049,2.07701121095777,3.55958995139781
"145",2014,NA,20,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2014",1008,2.83305907494649,0.372970041532599,2.11698101432959,3.58254350432968
"146",2015,NA,20,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"20-2015",1009,2.82937967786668,0.377349407755036,2.11750649386126,3.59556932215531
"147",2016,NA,20,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"20-2016",1010,2.79702057080647,0.385864072794623,2.13834532090263,3.61168818509319
"148",2017,NA,20,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"20-2017",1011,2.72069170703662,0.379968065513605,2.0625987888326,3.52132995166442
"149",2018,NA,20,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"20-2018",1012,2.60144652500537,0.381611707765538,1.95099342339802,3.41846494210176
"150",2019,NA,20,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"20-2019",1013,2.4336932331292,0.36781705027858,1.82258021736422,3.23608721199027
"151",2020,NA,20,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"20-2020",1014,2.10708278486988,0.294573134762663,1.55363205648257,2.72808930212525
"152",2021,NA,20,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"20-2021",1015,2.115757414799,0.312025001045965,1.4917867532351,2.71295637068239
"153",1973,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1973",2064,1.65000840996375,0.585185814327463,0.547734399993292,2.85442590104589
"154",1974,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1974",2065,1.75867419952312,0.585340914069473,0.70480898970362,2.94711032730706
"155",1975,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1975",2066,1.83800757931716,0.576135953292432,0.787160506641213,3.00307426456918
"156",1976,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1976",2067,1.88520219142883,0.555880089971866,0.842897568265461,3.02294184390451
"157",1977,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1977",2068,1.91372329377644,0.545741187234101,0.895841572830129,2.98380433633588
"158",1978,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"31-1978",2069,1.92347571761915,0.540963643629,0.953076107346396,3.05320647218813
"159",1979,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1979",2070,1.95134578893003,0.535704615831839,0.986576935890119,3.02301525937139
"160",1980,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1980",2071,1.97147268912165,0.518036010179665,0.998536618476697,3.04078521068703
"161",1981,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1981",2072,1.95616589645411,0.503764751003887,1.05909549039178,2.96171029737775
"162",1982,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,"31-1982",2073,1.93222570533104,0.499552532499568,1.04090859185792,2.96264678557777
"163",1983,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"31-1983",2074,1.87754730423845,0.484439338109609,1.03140886288621,2.93120160514025
"164",1984,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"31-1984",2075,1.82892902734475,0.45872174206853,1.00968525189326,2.80602869044324
"165",1985,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"31-1985",2076,1.76304842571735,0.425004933449915,1.01085775585689,2.69007295635618
"166",1986,NA,31,NA,NA,NA,NA,1,2,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"31-1986",2077,1.67801278276023,0.396765404007562,0.968345074698326,2.53801125815817
"167",1987,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,"31-1987",2078,1.78581695628987,0.397036810259079,1.08411657380531,2.6517584122123
"168",1988,NA,31,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"31-1988",2079,1.86441598137178,0.383521359489122,1.20332278191191,2.65867371697802
"169",1989,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1989",2080,1.94917821383625,0.375654015626836,1.30564771613841,2.77926311361026
"170",1990,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1990",2081,1.98535870425058,0.380269258445265,1.35124066802922,2.82610244329412
"171",1991,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1991",2082,1.9771295025905,0.395802531721656,1.29363626781695,2.82260730692347
"172",1992,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1992",2083,1.95830387537305,0.386229875820694,1.27734266784377,2.80320709224548
"173",1993,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1993",2084,1.91025774621011,0.374270734988679,1.26512910232266,2.71302076424584
"174",1994,NA,31,NA,NA,NA,NA,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1994",2085,1.83006946068932,0.353606489356354,1.23454733228395,2.64009194900891
"175",1995,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1995",2086,1.99940813889373,0.351692149080612,1.39847787224732,2.74484706593318
"176",1996,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1996",2087,2.08751540933201,0.341308178145564,1.47611380596805,2.77055584819961
"177",1997,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1997",2088,2.1811816541079,0.351400277353372,1.52279777080967,2.90590843665558
"178",1998,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1998",2089,2.21573669263689,0.338276141715988,1.61515029725779,2.92889505768742
"179",1999,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-1999",2090,2.20100508459353,0.331239258418444,1.59713500862216,2.86847701552406
"180",2000,NA,31,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2000",2091,2.1338884849241,0.336872378083141,1.53051107134104,2.82827290499806
"181",2001,134,31,2,2,2,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2001",2092,2.01468543610645,0.311938453724436,1.45961484818065,2.68119433277304
"182",2002,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2002",2093,1.70010030707911,0.288406646754613,1.12679576306085,2.23817271368588
"183",2003,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2003",2094,1.54711995195101,0.265319258688942,1.01496446337917,2.06605058133997
"184",2004,134,31,2,1,2,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2004",2095,1.58343994546391,0.260424610417267,1.06564905570893,2.11997343635398
"185",2005,134,31,2,2,2,1,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2005",2096,1.62315067507733,0.259616761044725,1.09092473777565,2.13136920731482
"186",2006,134,31,2,1,2,1,2,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2006",2097,1.49242653552216,0.259305310693227,1.01795764331784,2.01147557163946
"187",2007,134,31,2,1,2,1,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2007",2098,1.23238324853256,0.255833933291016,0.725910516469734,1.75628648807064
"188",2008,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2008",2099,1.18937601584618,0.251548293912894,0.698312809092785,1.69398874869884
"189",2009,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2009",2100,1.18710262944903,0.236885017582149,0.741845807859579,1.63640928141274
"190",2010,134,31,2,1,2,1,1,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2010",2101,1.2220712141727,0.225447448405019,0.790603867203424,1.6786284913779
"191",2011,134,31,2,1,2,1,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2011",2102,1.17292323990913,0.227523426159931,0.727230099354446,1.62628061077707
"192",2012,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2012",2103,1.16400445324105,0.2499247780888,0.662137306886353,1.68617662683683
"193",2013,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2013",2104,1.15621132824667,0.257989530863341,0.642654465297181,1.65985306495092
"194",2014,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2014",2105,1.1320976163795,0.262053525838431,0.619934745793614,1.66072621050497
"195",2015,NA,31,NA,NA,NA,NA,3,2,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"31-2015",2106,1.07957953367561,0.263525692987859,0.589873613431537,1.59327940483706
"196",2016,NA,31,NA,NA,NA,NA,2,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"31-2016",2107,1.1531518210899,0.267440445108915,0.65216593169128,1.67662110687871
"197",2017,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"31-2017",2108,1.18876410450593,0.282823267970021,0.647606755328359,1.72765382383131
"198",2018,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"31-2018",2109,1.20932055956974,0.291079258615053,0.641626044226576,1.75806446696305
"199",2019,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"31-2019",2110,1.23156482361094,0.295140412794621,0.667506574108875,1.80334811311384
"200",2020,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"31-2020",2111,1.25925892584858,0.328624731530362,0.650926025961744,1.89523966665999
"201",2021,NA,31,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,"31-2021",2112,1.28144673166555,0.375198727465656,0.555047813226537,2.04918259289458
"202",1946,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"40-1946",3822,-0.106930777790844,0.534023592808559,-1.07683587796124,0.954809705404899
"203",1947,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,"40-1947",3823,-0.11819712851997,0.513488360840253,-1.07113448125381,0.96398605762265
"204",1948,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,"40-1948",3824,-0.14497204863271,0.489867082214273,-0.982854436609302,0.855048841231322
"205",1949,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1949",3825,-0.160865338171268,0.458964721696667,-0.963498811303938,0.850217779549851
"206",1950,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1950",3826,-0.182114333475675,0.435003930094056,-0.921331345200151,0.783571587749016
"207",1951,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1951",3827,-0.193850386640239,0.417928284117425,-0.921388394245769,0.697333091870298
"208",1952,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1952",3828,-0.230074704671921,0.412355489435452,-0.926443010720514,0.660159812102395
"209",1953,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1953",3829,-0.291761970575552,0.396835809019788,-0.994044505997921,0.585587576368259
"210",1954,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1954",3830,-0.340569769732361,0.382940640025877,-0.999143810266559,0.453878133694308
"211",1955,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,"40-1955",3831,-0.412888507455321,0.377247816054239,-1.05411159373589,0.376626346083362
"212",1956,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"40-1956",3832,-0.499446825015003,0.376653379034445,-1.11790598726228,0.328644100337655
"213",1957,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"40-1957",3833,-0.642740491681426,0.404280236457586,-1.34934421247424,0.256889627073153
"214",1958,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,"40-1958",3834,-0.873549468821533,0.44126343033784,-1.61165305036779,0.117619610590188
"215",1959,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1959",3835,-1.64478209945142,0.274631342134727,-2.15354679693619,-1.11250180710057
"216",1960,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1960",3836,-1.77048646538697,0.225013068532828,-2.23045697979985,-1.33921788720599
"217",1961,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1961",3837,-1.82551891739839,0.212542992722891,-2.22473739676282,-1.40155372388746
"218",1962,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1962",3838,-1.84948339601426,0.215014253761616,-2.28333464698712,-1.43803449596983
"219",1963,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1963",3839,-1.86501525734369,0.211526923807267,-2.29732082739189,-1.44627117804965
"220",1964,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1964",3840,-1.86765249645799,0.207802956918918,-2.27418893486685,-1.46205975186894
"221",1965,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1965",3841,-1.86692647039091,0.207635370470797,-2.298719311225,-1.47907650846234
"222",1966,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1966",3842,-1.86142186045771,0.2063833529237,-2.24182857363733,-1.45453323125057
"223",1967,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1967",3843,-1.85449433970951,0.199981023896408,-2.24230089079904,-1.47133433730354
"224",1968,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1968",3844,-1.83437178468151,0.209785673148854,-2.26673499338875,-1.43430944054165
"225",1969,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,1,NA,NA,NA,NA,"40-1969",3845,-1.77387544841395,0.203980945957532,-2.18653624369284,-1.38303166676592
"226",1970,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,NA,NA,NA,NA,"40-1970",3846,-1.67162730020743,0.216892753159488,-2.09870759515285,-1.24220182522016
"227",1971,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1971",3847,-1.48026112668341,0.224457975244507,-1.91299170081674,-1.05161251551932
"228",1972,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1972",3848,-1.37140928545816,0.223352555537938,-1.81407197442802,-0.911278116248871
"229",1973,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1973",3849,-1.32875275043337,0.231659160076693,-1.79889165721173,-0.906724528941964
"230",1974,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1974",3850,-1.28548282765076,0.22645923449882,-1.7364766648182,-0.839710590610662
"231",1975,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1975",3851,-1.25661797991171,0.227497488449353,-1.70407933262139,-0.832508567550091
"232",1976,NA,40,NA,NA,NA,NA,3,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1976",3852,-1.25783988518271,0.211662835853106,-1.67108869307933,-0.819117205718598
"233",1977,NA,40,NA,NA,NA,NA,3,4,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1977",3853,-1.35757711195908,0.20762695113898,-1.75702199827729,-0.949294806164912
"234",1978,NA,40,NA,NA,NA,NA,4,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1978",3854,-1.36254951752408,0.218580424903426,-1.79901846374798,-0.935898048434015
"235",1979,NA,40,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,NA,"40-1979",3855,-1.30223912422216,0.205704710255571,-1.7253265765345,-0.918410936997804
"236",1980,NA,40,NA,NA,NA,NA,3,3,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1980",3856,-1.28850279914119,0.203320540280106,-1.69457533817838,-0.906033339287814
"237",1981,233,40,1,2,0,1,3,3,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1981",3857,-1.27670873621875,0.192707326154755,-1.68054058590724,-0.907684827687545
"238",1982,233,40,1,1,0,0,3,3,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,NA,"40-1982",3858,-1.3327290842045,0.183345565698775,-1.7099195842108,-0.997544490094963
"239",1983,233,40,0,1,0,0,3,3,NA,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1983",3859,-1.35220571105681,0.191308916098262,-1.73105048428116,-0.976223903518454
"240",1984,233,40,1,1,0,0,3,3,NA,NA,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1984",3860,-1.35426741226996,0.192646923130145,-1.73480712006294,-0.989401495773114
"241",1985,233,40,1,1,1,0,3,3,NA,4,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1985",3861,-1.35158250799054,0.179295635523141,-1.69175862709936,-1.00729497166162
"242",1986,233,40,1,0,0,0,3,4,NA,4,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1986",3862,-1.41656318133432,0.182762811480602,-1.77756778806189,-1.06441495038233
"243",1987,233,40,1,1,0,0,3,3,NA,4,NA,0,1,0,NA,NA,0,NA,NA,NA,NA,"40-1987",3863,-1.26177915985797,0.192598802688042,-1.64467704906395,-0.89792200558228
"244",1988,233,40,2,2,0,0,3,3,NA,4,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,"40-1988",3864,-1.05974052475031,0.202857105755087,-1.46194724326255,-0.665546540205744
"245",1989,233,40,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1989",3865,-0.968483209186365,0.192332445961876,-1.35884363931133,-0.60644844644136
"246",1990,233,40,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1990",3866,-0.870264966102671,0.196189016923539,-1.28206853158938,-0.500751139716829
"247",1991,233,40,2,2,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1991",3867,-0.79621520370109,0.195948226008771,-1.19796484145061,-0.409501309371418
"248",1992,233,40,2,1,0,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1992",3868,-0.788376703121217,0.198716144282692,-1.16494632691264,-0.401685720386664
"249",1993,233,40,2,1,0,0,3,3,NA,4,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1993",3869,-0.755008908415959,0.194416441390563,-1.13503990828497,-0.393641667046178
"250",1994,233,40,2,1,0,0,3,3,NA,3,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1994",3870,-0.714453662211211,0.19395005776182,-1.10612368999639,-0.327772657100917
"251",1995,233,40,2,1,0,0,4,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1995",3871,-0.71712899373646,0.189786785553941,-1.08979995540509,-0.337761126992617
"252",1996,233,40,2,1,0,0,3,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1996",3872,-0.637666675897623,0.19872620731702,-1.04620819580472,-0.258302825739657
"253",1997,233,40,2,2,0,0,3,3,NA,3,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1997",3873,-0.508122156647226,0.203422220573252,-0.920195359041375,-0.111255427365139
"254",1998,233,40,2,1,0,0,3,3,NA,2,6,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1998",3874,-0.411368450057505,0.207942198395951,-0.829097720822953,-0.000460372275277947
"255",1999,233,40,2,2,0,0,3,3,NA,2,4,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-1999",3875,-0.266335135483256,0.203591639418923,-0.672019851820718,0.123597958989083
"256",2000,233,40,2,1,0,1,3,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2000",3876,-0.18687350132063,0.205904537284836,-0.594120912379131,0.229865937645996
"257",2001,233,40,2,2,0,1,3,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2001",3877,-0.0626440938803161,0.223109961850762,-0.506246710137749,0.392785649610421
"258",2002,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2002",3878,0.0835816336908486,0.21191881069326,-0.343508565649708,0.496077393381107
"259",2003,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2003",3879,0.18090027518866,0.221814911744883,-0.241274415479294,0.642689460615667
"260",2004,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2004",3880,0.206158674182766,0.220931403744452,-0.236944283267664,0.625120505197672
"261",2005,233,40,2,2,0,0,2,3,NA,NA,3,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2005",3881,0.19342177715577,0.222411692264975,-0.241706195282073,0.643170009810017
"262",2006,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2006",3882,0.0964128227537325,0.231044387203675,-0.364713419565645,0.536851238079076
"263",2007,233,40,2,1,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2007",3883,0.0146860705583459,0.225935062368993,-0.416284089032613,0.435101437824513
"264",2008,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2008",3884,-0.00363421626917601,0.222835309296918,-0.418069085201974,0.458693292357448
"265",2009,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2009",3885,0.00242053861633996,0.223123484149708,-0.428450256665786,0.469639046260068
"266",2010,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2010",3886,-0.00723795517160091,0.222422129467113,-0.418990639997532,0.4315981516703
"267",2011,233,40,2,2,0,0,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2011",3887,-0.0169220095770833,0.231190869910542,-0.479255241249565,0.433083995027824
"268",2012,NA,40,NA,NA,NA,NA,3,3,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2012",3888,-0.0537865413462637,0.236534423975157,-0.533642492679489,0.413009098661606
"269",2013,NA,40,NA,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2013",3889,-0.066083954765422,0.241822623317324,-0.565017461297652,0.412603352495341
"270",2014,NA,40,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2014",3890,-0.0592792121467431,0.242740511063862,-0.531869959929646,0.408756603401825
"271",2015,NA,40,NA,NA,NA,NA,3,3,3,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,0,"40-2015",3891,-0.0369094525969703,0.235437580287212,-0.513533344607724,0.41050912344787
"272",2016,NA,40,NA,NA,NA,NA,3,2,3,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,"40-2016",3892,0.0468587951143024,0.236530666042808,-0.410676131670103,0.506712340804262
